Level,Code,Class title,Element Type Label,Exclusion Code,Element Description,
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,management of forests for forestry production (See RDF40104 Forestry sciences),
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,management of parks in natural environments (See RDF10510 Natural environment sciences),
3,RDF40101,"Agriculture, land and farm management",Exclusion(s),,soil sciences (See RDF10511 Soil sciences),
4,RDF4010106,Agricultural production systems analysis and modelling,Exclusion(s),,agricultural spatial analysis and modelling (See RDF4010105 Agricultural spatial analysis and modelling),
4,RDF4010107,"Farm management, rural management and agribusiness",Exclusion(s),,agricultural waste management (See RDF2080107 Waste management (including agricultural waste)),
4,RDF4010107,"Farm management, rural management and agribusiness",Exclusion(s),,management of non-rural businesses (See RDF50205 Management and trade),
3,RDF40102,Crop and pasture production,Exclusion(s),,"biological control of pests, diseases and exotic species (See RDF2090102 Biological control)",
3,RDF40102,Crop and pasture production,Exclusion(s),,genetic engineering of crops and pasture (See RDF4040103 Genetically modified field crops and pastures),
4,RDF4010202,Agronomy,Exclusion(s),,animal and dairy sciences (See RDF402 Animal and dairy sciences),
4,RDF4010205,Crop and pasture improvement (selection and breeding),Exclusion(s),,improvement of horticulture crops through selective breeding (See RDF4010302 Horticultural crop improvement (selection and breeding)),
3,RDF40103,Horticultural production,Exclusion(s),,"biological control of pests, diseases and exotic species (See RDF2090102 Biological control)",
3,RDF40103,Horticultural production,Exclusion(s),,"food science, including food processing and packaging (See RDF40402 Food sciences (including food engineering))",
3,RDF40103,Horticultural production,Exclusion(s),,genetic engineering of horticultural crops (See RDF4040104 Genetically modified horticulture plants),
3,RDF40104,Forestry sciences,Exclusion(s),,"biological control of pests, diseases and exotic species (See RDF2090102 Biological control)",
3,RDF40104,Forestry sciences,Exclusion(s),,genetic engineering of trees for agricultural production (See RDF4040105 Genetically modified trees),
3,RDF40104,Forestry sciences,Exclusion(s),,management of forests in natural environments other than for forestry production (See RDF10510 Natural environment sciences),
3,RDF40104,Forestry sciences,Exclusion(s),,"management of land for agricultural production (See RDF40101 Agriculture, land and farm management)",
4,RDF4010404,Forestry management and environment,Exclusion(s),,forest operations (See RDF4010412 Forest operations),
4,RDF4010404,Forestry management and environment,Exclusion(s),,forestry fire management (See RDF4010403 Forestry fire management),
4,RDF4010404,Forestry management and environment,Exclusion(s),,forestry product quality assessment (See RDF4010407 Forestry product quality assessment),
4,RDF4010404,Forestry management and environment,Exclusion(s),,tree improvement (See RDF4010408 Tree improvement (selection and breeding)),
3,RDF40105,Fisheries sciences,Exclusion(s),,"biological control of pests, diseases and exotic species (See RDF2090102 Biological control)",
3,RDF40105,Fisheries sciences,Exclusion(s),,"food science, including food processing and packaging (See RDF40402 Food sciences (including food engineering))",
2,RDF402,Animal and dairy sciences,Exclusion(s),,agricultural biotechnology and food sciences (See RDF404 Agricultural biotechnology and food sciences),
3,RDF40201,Animal production,Exclusion(s),,"biological control of pests, diseases and exotic species (See RDF2090102 Biological control)",
3,RDF40201,Animal production,Exclusion(s),,"culture and production of marine and freshwater animals, including fish, crustaceans and shellfish (See RDF40105 Fisheries sciences)",
3,RDF40201,Animal production,Exclusion(s),,"food science, including food processing and packaging (See RDF40402 Food sciences (including food engineering))",
3,RDF40201,Animal production,Exclusion(s),,livestock cloning (See RDF4040107 Livestock cloning),
3,RDF40201,Animal production,Exclusion(s),,veterinary sciences (See RDF40301 Veterinary sciences),
4,RDF4020101,Animal breeding,Exclusion(s),,genetically modified animals (See RDF4040106 Genetically modified animals),
4,RDF4020106,Animal reproduction,Exclusion(s),,animal breeding (See RDF4020101 Animal breeding),
4,RDF4020106,Animal reproduction,Exclusion(s),,genetically modified animals (See RDF4040106 Genetically modified animals),
3,RDF40301,Veterinary sciences,Exclusion(s),,"biological control of pests, diseases and exotic species (See RDF2090102 Biological control)",
3,RDF40301,Veterinary sciences,Exclusion(s),,"biological or life sciences associated with human health and medicine (See RDF30 Medical, health and life sciences)",
3,RDF40301,Veterinary sciences,Exclusion(s),,field procedures to protect animals against pests and pathogens (See RDF4020105 Animal protection (pests and pathogens)),
4,RDF4030107,Veterinary parasitology,Exclusion(s),,veterinary virology (See RDF4030111 Veterinary virology),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,agricultural biotechnology applied for medical purposes (See RDF30401 Medical biotechnology),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,"agricultural production (See RDF401 Agriculture, forestry, and fisheries)",
3,RDF40401,Agricultural biotechnology,Exclusion(s),,"biological control of pests, diseases and exotic species (See RDF2090102 Biological control)",
3,RDF40401,Agricultural biotechnology,Exclusion(s),,environmental biotechnology (See RDF20901 Environmental biotechnology),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,human nutrition (See RDF30301 Human nutrition and dietetics),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,improvement of animals through selective breeding (See RDF4020101 Animal breeding),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,improvement of crops and pasture through selective breeding (See RDF4010205 Crop and pasture improvement (selection and breeding)),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,improvement of horticulture crops through selective breeding (See RDF4010302 Horticultural crop improvement (selection and breeding)),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,improvement of trees through selective breeding (See RDF4010408 Tree improvement (selection and breeding)),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,industrial biotechnology (See RDF21001 Industrial biotechnology),
3,RDF40401,Agricultural biotechnology,Exclusion(s),,nanobiotechnology (See RDF2110102 Nanobiotechnology),
4,RDF4040106,Genetically modified animals,Exclusion(s),,livestock cloning (See RDF4040107 Livestock cloning),
2,RDF501,Psychology and cognitive sciences,Exclusion(s),,applied research and experimental development of algorithms for machine learning and artificial intelligence (See RDF10201 Artificial intelligence (AI)),
2,RDF501,Psychology and cognitive sciences,Exclusion(s),,learning sciences (See RDF5030309 Learning sciences),
2,RDF501,Psychology and cognitive sciences,Exclusion(s),,neuropsychology (See RDF3010422 Neuropsychology),
2,RDF501,Psychology and cognitive sciences,Exclusion(s),,"philosophical psychology, moral psychology and psychology of action (See RDF6030109 Philosophical psychology (including moral psychology and philosophy of action))",
2,RDF501,Psychology and cognitive sciences,Exclusion(s),,philosophy of cognition (See RDF6030110 Philosophy of cognition),
2,RDF501,Psychology and cognitive sciences,Exclusion(s),,psychiatry and psychotherapy (See RDF3020223 Psychiatry (including psychotherapy)),
2,RDF501,Psychology and cognitive sciences,Exclusion(s),,psychology and cognitive sciences associated with criminology (See RDF50902 Criminology),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,application of psychology to cognitive sciences (See RDF50102 Cognitive sciences),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,applications of psychology to computer-human interactions (See RDF1020501 Human computer interaction),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,"biological and chemical aspects of neurosciences (See RDF10611 Neurosciences, biological and chemical aspects)",
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,learning sciences (See RDF5030309 Learning sciences),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,"medical, health and physiological aspects of neurosciences (See RDF30104 Neurosciences, medical and physiological and health aspects)",
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,mental health nursing (See RDF3030605 Mental health nursing),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,mental health rehabilitation (See RDF3030305 Mental health rehabilitation),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,neuropsychology (See RDF3010422 Neuropsychology),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,"philosophical psychology, moral psychology and psychology of action (See RDF6030109 Philosophical psychology (including moral psychology and philosophy of action))",
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,psychiatry and psychotherapy (See RDF3020223 Psychiatry (including psychotherapy)),
3,RDF50101,"Psychology, social and behavioural aspects",Exclusion(s),,psychology associated with criminology (See RDF50902 Criminology),
4,RDF5010107,"Sexual identity, sexual attraction and sexual behaviour",Exclusion(s),,gender psychology (See RDF5010106 Gender psychology),
4,RDF5010109,Clinical psychology,Exclusion(s),,clinical child psychology (See RDF5010112 Clinical child psychology),
4,RDF5010109,Clinical psychology,Exclusion(s),,counselling psychology (See RDF5010110 Counselling psychology),
4,RDF5010109,Clinical psychology,Exclusion(s),,mental health associated with wellbeing (See RDF5010121 Mental health and wellbeing),
4,RDF5010109,Clinical psychology,Exclusion(s),,psychological trauma and related clinical interventions (See RDF5010111 Psychological trauma and related clinical interventions),
4,RDF5010109,Clinical psychology,Exclusion(s),,psychopathology (See RDF5010113 Psychopathology),
4,RDF5010109,Clinical psychology,Exclusion(s),,sport and exercise psychology (See RDF5010119 Sport and exercise psychology),
4,RDF5010117,Social psychology,Exclusion(s),,community psychology (See RDF5010118 Community psychology),
4,RDF5010117,Social psychology,Exclusion(s),,social cognition (See RDF5010124 Social cognition),
3,RDF50102,Cognitive sciences,Exclusion(s),,applied behavioural neurology and neuropsychiatry (See RDF3010423 Applied behavioral neurology and neuropsychiatry),
3,RDF50102,Cognitive sciences,Exclusion(s),,applied research and experimental development of algorithms for machine learning and artificial intelligence (See RDF10201 Artificial intelligence (AI)),
3,RDF50102,Cognitive sciences,Exclusion(s),,"biological and chemical aspects of neurosciences (See RDF10611 Neurosciences, biological and chemical aspects)",
3,RDF50102,Cognitive sciences,Exclusion(s),,cognition and cognitive dynamic systems (See RDF2030308 Cognition and cognitive dynamic systems),
3,RDF50102,Cognitive sciences,Exclusion(s),,cognitive computing (See RDF1020113 Cognitive computing),
3,RDF50102,Cognitive sciences,Exclusion(s),,"cognitive ergonomics (See RDF2020102 Physical, environmental and cognitive ergonomics)",
3,RDF50102,Cognitive sciences,Exclusion(s),,linguistics other than linguistic processes (See RDF60202 Linguistics),
3,RDF50102,Cognitive sciences,Exclusion(s),,"medical and physiological and health aspects of neurosciences (See RDF30104 Neurosciences, medical and physiological and health aspects)",
3,RDF50102,Cognitive sciences,Exclusion(s),,neurocognitive patterns and neural networks (See RDF1061107 Neurocognitive patterns and neural networks),
3,RDF50102,Cognitive sciences,Exclusion(s),,philosophy of cognition (See RDF6030110 Philosophy of cognition),
3,RDF50102,Cognitive sciences,Exclusion(s),,social cognition (See RDF5010124 Social cognition),
2,RDF502,Economics and business administration,Exclusion(s),,"agriculture, land, farm and rural management (See RDF40101 Agriculture, land and farm management)",
2,RDF502,Economics and business administration,Exclusion(s),,animal management (See RDF4020103 Animal management),
2,RDF502,Economics and business administration,Exclusion(s),,architecture management (See RDF6040204 Architecture management),
2,RDF502,Economics and business administration,Exclusion(s),,business ethics (See RDF6030202 Business ethics),
